| classification_id |                          user_name | user_id |              created_at | subject_ids |              x |                  y | frame |
|          32903565 |                        VinodThakur |       1 | 2017-03-09 15:26:03 UTC |     6528011 |  131.531524658 |      17.0146541595 |     3 |
|          32903565 |                        VinodThakur |       1 | 2017-03-09 15:26:03 UTC |     6528011 |  137.919525146 |      26.5992393494 |     0 |
|          32903565 |                        VinodThakur |       1 | 2017-03-09 15:26:03 UTC |     6528011 |  137.462142944 |      145.056976318 |     0 |
|          32903565 |                        VinodThakur |       1 | 2017-03-09 15:26:03 UTC |     6528011 |  136.530166626 |      141.793304443 |     1 |
|          32903565 |                        VinodThakur |       1 | 2017-03-09 15:26:03 UTC |     6528011 |  136.064178467 |       141.55947876 |     2 |
|          32903565 |                        VinodThakur |       1 | 2017-03-09 15:26:03 UTC |     6528011 |  132.802246094 |      139.461608887 |     3 |
|          32903565 |                        VinodThakur |       1 | 2017-03-09 15:26:03 UTC |     6528011 |  280.629364014 |      53.3051071167 |     2 |
|          32903565 |                        VinodThakur |       1 | 2017-03-09 15:26:03 UTC |     6528011 |  286.811035156 |      57.4181976318 |     1 |
|          32903565 |                        VinodThakur |       1 | 2017-03-09 15:26:03 UTC |     6528011 |  291.966156006 |      70.3111572266 |     2 |
|          32903565 |                        VinodThakur |       1 | 2017-03-09 15:26:03 UTC |     6528011 |  283.863769531 |      65.1543273926 |     3 |
|          32903565 |                        VinodThakur |       1 | 2017-03-09 15:26:03 UTC |     6528011 |  288.282928467 |      65.8920059204 |     0 |
|          32903575 |                       GingerMolloy |       1 | 2017-03-09 15:26:07 UTC |     5939552 |     415.796875 |              166.0 |     2 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |     226.296875 |              157.0 |     0 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |     249.296875 |              127.0 |     0 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |     221.296875 |              152.0 |     2 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |     252.296875 |              130.0 |     2 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |     372.296875 |              304.0 |     2 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |     428.296875 |              339.0 |     2 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |     467.296875 |              257.0 |     2 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |     492.296875 |              255.0 |     2 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |     447.296875 |              183.0 |     2 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |     144.296875 |               67.0 |     2 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |      85.296875 |              109.0 |     2 |
|          32903668 |                           KeylSolo |       1 | 2017-03-09 15:26:34 UTC |     6293494 |      78.296875 |              314.0 |     2 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |        95.8125 |              322.0 |     0 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       127.8125 |               65.0 |     0 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       171.8125 |              463.0 |     0 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |        99.8125 |              322.0 |     1 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       129.8125 |               60.0 |     1 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       174.8125 |              465.0 |     1 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       103.8125 |              333.0 |     3 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       128.8125 |               67.0 |     3 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       182.8125 |              460.0 |     3 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       103.8125 |              334.0 |     2 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       133.8125 |               74.0 |     2 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       179.8125 |              467.0 |     2 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       329.8125 |              207.0 |     3 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       420.8125 |              131.0 |     2 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       424.8125 |              130.0 |     2 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       322.8125 |              205.0 |     0 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       327.8125 |              206.0 |     1 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       421.8125 |              127.0 |     1 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       329.8125 |              205.0 |     2 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       423.8125 |              129.0 |     3 |
|          32903675 | not-logged-in-86bb3fdd697ee7b6a02a |       1 | 2017-03-09 15:26:37 UTC |     6277562 |       421.8125 |              126.0 |     0 |
|          32903678 | not-logged-in-a45c7da20beedb749cad |       1 | 2017-03-09 15:26:37 UTC |     5966679 |      52.296875 |              294.0 |     2 |
|          32903678 | not-logged-in-a45c7da20beedb749cad |       1 | 2017-03-09 15:26:37 UTC |     5966679 |      52.296875 |              294.0 |     3 |
|          32903678 | not-logged-in-a45c7da20beedb749cad |       1 | 2017-03-09 15:26:37 UTC |     5966679 |     156.296875 |              175.0 |     1 |
|          32903678 | not-logged-in-a45c7da20beedb749cad |       1 | 2017-03-09 15:26:37 UTC |     5966679 |     180.296875 |              335.0 |     3 |
|          32903678 | not-logged-in-a45c7da20beedb749cad |       1 | 2017-03-09 15:26:37 UTC |     5966679 |     495.296875 |              314.0 |     2 |
|          32903720 | not-logged-in-d7e0d28f5438c7b25bac |       1 | 2017-03-09 15:26:49 UTC |     5952465 |          381.0 |              388.0 |     1 |
|          32903720 | not-logged-in-d7e0d28f5438c7b25bac |       1 | 2017-03-09 15:26:49 UTC |     5952465 |          389.0 |              396.0 |     0 |
|          32903720 | not-logged-in-d7e0d28f5438c7b25bac |       1 | 2017-03-09 15:26:49 UTC |     5952465 |          379.0 |              391.0 |     2 |
|          32903720 | not-logged-in-d7e0d28f5438c7b25bac |       1 | 2017-03-09 15:26:49 UTC |     5952465 |          377.0 |              393.0 |     3 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     175.296875 |               55.0 |     2 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |      91.296875 |              253.0 |     2 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     244.296875 |              350.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     294.296875 |              392.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     402.296875 |              167.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     430.296875 |              113.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     213.296875 |              106.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     178.296875 |              145.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     334.296875 |              193.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     188.296875 |               57.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     237.296875 |               22.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |      82.296875 |              149.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     388.296875 |              223.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     433.296875 |              262.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     408.296875 |              415.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     432.296875 |              438.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     520.296875 |              365.0 |     0 |
|          32903867 |                           KeylSolo |       1 | 2017-03-09 15:27:30 UTC |     6391363 |     519.296875 |              392.0 |     0 |
|          32904158 | not-logged-in-36fd60d71883ba122739 |       1 | 2017-03-09 15:28:46 UTC |     6010934 |          168.0 |              132.0 |     0 |
|          32904162 | not-logged-in-a45c7da20beedb749cad |       1 | 2017-03-09 15:28:47 UTC |     6283969 |     104.296875 |               49.0 |     1 |
|          32904162 | not-logged-in-a45c7da20beedb749cad |       1 | 2017-03-09 15:28:47 UTC |     6283969 |     104.296875 |               49.0 |     2 |
|          32904162 | not-logged-in-a45c7da20beedb749cad |       1 | 2017-03-09 15:28:47 UTC |     6283969 |     104.296875 |               49.0 |     3 |
|          32904162 | not-logged-in-a45c7da20beedb749cad |       1 | 2017-03-09 15:28:47 UTC |     6283969 |     104.296875 |               49.0 |     0 |
|          32904211 |                              Momal |       1 | 2017-03-09 15:28:59 UTC |     6079641 |           35.0 |              328.0 |     2 |
|          32904211 |                              Momal |       1 | 2017-03-09 15:28:59 UTC |     6079641 |           35.0 |              328.0 |     3 |
|          32904211 |                              Momal |       1 | 2017-03-09 15:28:59 UTC |     6079641 |           35.0 |              328.0 |     0 |
|          32904211 |                              Momal |       1 | 2017-03-09 15:28:59 UTC |     6079641 |           35.0 |              328.0 |     1 |
|          32904237 | not-logged-in-36fd60d71883ba122739 |       1 | 2017-03-09 15:29:05 UTC |     6046845 |           65.0 |              350.0 |     0 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     110.796875 |              397.0 |     2 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     104.796875 |              397.0 |     0 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     101.796875 |              394.0 |     0 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     111.796875 |              391.0 |     1 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     104.796875 |              397.0 |     1 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     105.796875 |              406.0 |     2 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     109.796875 |              401.0 |     3 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     108.796875 |              394.0 |     3 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     290.796875 |              475.0 |     2 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     287.796875 |              470.0 |     3 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     287.796875 |              475.0 |     0 |
|          32904318 | not-logged-in-2a6b3735eea1f2a3f083 |       1 | 2017-03-09 15:29:26 UTC |     6285116 |     285.796875 |              476.0 |     1 |
|          32904328 | not-logged-in-36fd60d71883ba122739 |       1 | 2017-03-09 15:29:29 UTC |     6080913 |          255.0 |              151.0 |     0 |
|          32904328 | not-logged-in-36fd60d71883ba122739 |       1 | 2017-03-09 15:29:29 UTC |     6080913 |           33.0 |              121.0 |     0 |
|          32904328 | not-logged-in-36fd60d71883ba122739 |       1 | 2017-03-09 15:29:29 UTC |     6080913 |          364.0 |              330.0 |     0 |
|          32904356 |                         tande35006 |       1 | 2017-03-09 15:29:36 UTC |     5964707 |          412.0 |              243.0 |     0 |
